time,signal
9,1.0031026677804604
23,1.0029109462107417
47,1.0052042405439199
53,0.9871770292245183
133,0.9979789411834897
136,0.9897221263641833
146,0.9907721808163011
167,0.9967551362786726
184,0.995673725750095
295,0.9984095969335807
337,0.9972797837929033
362,0.9982487057317174
386,0.9978297908301401
395,1.004274024245633
396,1.0088568401284572
408,1.0082052973517617
427,0.9881310106287854
430,0.9977806084161912
444,1.0006888164312389
502,1.0043793101762852
516,0.9980895218217731
527,0.9974381250447498
534,1.001715006685195
539,1.0056943131769158
554,0.9970517840082797
557,0.998510611859495
584,0.9937253825280736
613,0.9969894378568558
646,0.9995956807101255
663,1.0025766919305557
671,1.0064939967755355
704,1.0060873250551543
739,1.008113719312784
770,0.9947222991208547
806,0.9870394710782809
841,0.9877547451441114
887,0.9863525952281466
925,1.0000156357485448
960,1.010521298918313
978,1.0012521553091136
985,0.9951210358240442
989,0.9936021084601494
990,0.9973761610700953
1010,0.9974059676561151
1065,0.993994013614187
1087,0.9996837135340115
1092,0.9995941554963915
1133,0.9988151503307655
1157,0.9951566078488521
1159,1.0000711253876087
1161,1.0028062560129576
1166,0.9889260210950521
1200,1.004657372027889
1206,0.9931377625110123
1225,1.0053462835104097
1268,1.0029710289675569
1270,0.9997273569194036
1282,0.9922390665701131
1380,1.0088868783761908
1393,1.002142678253744
1441,0.997080234092604
1442,1.002372139326281
1448,1.0024472229119907
1485,0.9850980885691065
1486,0.9927414246523759
1517,0.982811146137586
1544,0.9900192112959786
1553,0.9915962447093997
1583,0.998387963111964
1591,0.9929185699474858
1592,0.9989867859955254
1602,0.9984272373233993
1604,0.9889402907927031
1605,0.9946885578731874
1620,1.007485716727802
1630,0.9977172122666914
1667,1.0004749281874337
1705,1.001480004986945
1712,0.9990655614937123
1716,1.0046375435995216
1764,0.9960359806562739
1802,1.0025306475324862
1890,0.9901814987215923
1932,0.9910706796918299
1949,1.006197222768778
1965,1.0065942154127323
1968,1.0105368407075563
1993,1.0034608674133
2027,0.9928448267287295
2032,0.9934737384917921
2044,0.9973695453079195
2058,1.0042308523250445
2091,1.0082006318889871
2098,1.0059642481666617
2119,0.9970393443299362
2121,0.997780820662616
2125,1.003735831580385
2140,0.986203692031181
2156,0.9828569265230613
2181,0.9916878629223627
2187,0.9910250455859796
2403,0.9953006082935596
2413,0.9970675581173835
2415,1.0035515605436385
2425,1.0028947150419487
2484,1.0046813502822576
2489,0.9894104043838284
2512,1.011995544639529
2526,0.9898064546219284
2572,1.0078634789248617
2579,1.001149829301094
2644,1.0044261538917447
2662,0.9991785617710758
2679,0.995617468223893
2773,0.9994879365696417
2788,1.0010714647052605
2804,0.9865206055829225
2826,0.9890160254814507
2882,0.9937091594981666
2884,0.985384239986928
2970,1.00283752638033
2975,0.9997171889489129
2996,0.9963950206539343
3017,1.0024441808835005
3071,0.9953463768627305
3077,0.9974947453875798
3104,1.001632345408786
3110,1.006158885168946
3124,1.0065882064174827
3178,0.9965451813226764
3210,1.0032897745838523
3255,0.9958309470440808
3330,1.0022981651784983
